url,date,tweet,severity
https://twitter.com/ItalinaK/status/903260989948231681,Thu Aug 31 14:19:36 2017,Woke up feeling sad this morning for our neighbors in #texas. They need our help: https://t.co/oNJgtr6uZL,0.140164110861
https://twitter.com/AmberStatler/status/902986734404849664,Wed Aug 30 20:09:48 2017,RT @BrettFOX46: This is so sad! The storm may be out of Houston but people still need help across the Gulf Coast! https://t.co/Pia1M3k2QW,0.169052996282
https://twitter.com/BrettFOX46/status/902975581339443201,Wed Aug 30 19:25:29 2017,This is so sad! The storm may be out of Houston but people still need help across the Gulf Coast! https://t.co/Pia1M3k2QW,0.169052996282
https://twitter.com/DesNYT/status/903240862796218369,Thu Aug 31 12:59:37 2017,This graphic is extraordinary and very sad  https://t.co/EsuU6bmih1,0.171912120316
https://twitter.com/andysmart777/status/903309520553652225,Thu Aug 31 17:32:27 2017,Three thousand cries for help. via @NYTimes  What a sad vivid graphic: people suffering in Texas. https://t.co/cgsBlX0oFv,0.171912120316
https://twitter.com/Jerry_Alva413/status/903333635692138496,Thu Aug 31 19:08:16 2017,via @NYTimes #TexasStrong so sad.  https://t.co/OJNjUXeKuD,0.171912120316
https://twitter.com/ramenized/status/903281527345356800,Thu Aug 31 15:41:12 2017,This is so sad. Thousands Cried for Help as Houston Flooded https://t.co/MO4JQBMjdp,0.171912120316
https://twitter.com/EeroTeppo/status/903344730024665088,Thu Aug 31 19:52:21 2017,RT @atulbutte: Sad but powerful: #Dataviz of thousands crying for help in #HoustonFlood https://t.co/9MvtRulSYq via @NYTimes HT @terri_ob,0.171912120316
https://twitter.com/JohnMashey/status/903345364089970688,Thu Aug 31 19:54:52 2017,RT @atulbutte: Sad but powerful: #Dataviz of thousands crying for help in #HoustonFlood https://t.co/9MvtRulSYq via @NYTimes HT @terri_ob,0.171912120316
https://twitter.com/rmintzer/status/903314008413020160,Thu Aug 31 17:50:17 2017,Sad and scary situation in Houston https://t.co/sVXX4bl1xc,0.171912120316
https://twitter.com/erinmulvaney/status/903314079103815683,Thu Aug 31 17:50:33 2017,RT @rmintzer: Sad and scary situation in Houston https://t.co/sVXX4bl1xc,0.171912120316
https://twitter.com/atulbutte/status/903343888433377285,Thu Aug 31 19:49:00 2017,Sad but powerful: #Dataviz of thousands crying for help in #HoustonFlood https://t.co/9MvtRulSYq via @NYTimes HT @terri_ob,0.171912120316
https://twitter.com/PastorPickens/status/903320683886891013,Thu Aug 31 18:16:48 2017,Hurricane Harvey has truly done some damage here in Texas! It's so sad all of the things that have happened!!! My... https://t.co/RpkswMKIZz,0.171912120316
https://twitter.com/13DavidAlan/status/902951334370004992,Wed Aug 30 17:49:08 2017,Increasingly we are seeing the full effects of Hurricane Harvey on Houston--beyond sad. Help if you can. https://t.co/GAILClN6sj,0.171912120316
https://twitter.com/RalphKCOH/status/903331567535362048,Thu Aug 31 19:00:03 2017,$99 for a case of water: Texas officials report price gouging post-Harvey  - CNNMoney https://t.co/3geozJbAhJ ANOTHER SAD STORY THIEVERY!,0.176107086555
https://twitter.com/sbocco/status/902968316687515648,Wed Aug 30 18:56:37 2017,@aliciakeys im very very sad for all the people victim of the texas storm im nurse in italy and  I would like to be able to help them,0.176107086555
https://twitter.com/OakesPrincess/status/902980837708361730,Wed Aug 30 19:46:22 2017,So sad for Houston. Lord help restore &amp; heal all those who've been affected by the hurricane in every way. In Your name I pray Amen.,0.176107086555
https://twitter.com/EricMoujaes/status/903127352787402752,Thu Aug 31 05:28:34 2017,Visiualization of pleas for help by @nytimes hits you hard. Very sad to see hometown SE texas suffering again.    https://t.co/TukdlnGFbw,0.176107086555
https://twitter.com/HolliwoodAshton/status/902534502722961408,Tue Aug 29 14:12:48 2017,It's Sad That Some Hispanics In Houston Have To Be Afraid To Call For Flood Help Because They Afraid To Get Deported During A Storm Diaster,0.176107086555
https://twitter.com/Paxie_La_Fluff/status/902584105703006210,Tue Aug 29 17:29:54 2017,I wish I could just go drop work for a week to go help with Texas when this damn storm ended,0.180750324142
https://twitter.com/wkamaubell/status/903292881493925888,Thu Aug 31 16:26:19 2017,It's back to school time which means many schools in Texas just lost all their supplies. Help them. #HurricaneHarvey https://t.co/qEkAY3bR12,0.201435589869
https://twitter.com/JenniferSLevine/status/903255350060744706,Thu Aug 31 13:57:11 2017,RESOURCES: For those needing help for missed work due to the hurricane here's a place you can register. There... https://t.co/7ouho73kjw,0.220092489141
https://twitter.com/TXTamHam/status/903313017345069056,Thu Aug 31 17:46:20 2017,Commissioner Morath authorizes Missed School Day waivers for districts affected by Hurricane Harvey https://t.co/tBZN3FgAP3,0.22354206113
https://twitter.com/Wontonzoup/status/903316296745418753,Thu Aug 31 17:59:22 2017,RT @MWatkinsTrib: This is an amazing and sad visualization. https://t.co/8XZDwWLdP4,0.224349846972
https://twitter.com/MWatkinsTrib/status/903268896072802304,Thu Aug 31 14:51:01 2017,This is an amazing and sad visualization. https://t.co/8XZDwWLdP4,0.224349846972
https://twitter.com/QParrish/status/903316354316591104,Thu Aug 31 17:59:36 2017,RT @MWatkinsTrib: This is an amazing and sad visualization. https://t.co/8XZDwWLdP4,0.224349846972
https://twitter.com/PeterFriedman/status/903314829536108545,Thu Aug 31 17:53:32 2017,RT @MWatkinsTrib: This is an amazing and sad visualization. https://t.co/8XZDwWLdP4,0.224349846972
https://twitter.com/AlexMightKnow/status/902548927769169920,Tue Aug 29 15:10:07 2017,i hate seeing this shit storm in houston. i wish my life was set up for me to leave and help search rescue efforts ppl with my kayak,0.224871649491
https://twitter.com/ChanningXParker/status/902400455942303744,Tue Aug 29 05:20:09 2017,I can't help Texas immediately the way I would want but I'm down to help rebuild homes that were lost once the storm has cleared.,0.232286762108
https://twitter.com/anythingbutdem/status/903308114891378688,Thu Aug 31 17:26:51 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
https://twitter.com/jdwillswrites/status/903321997630984192,Thu Aug 31 18:22:01 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
https://twitter.com/timberghosthowl/status/903336261607358467,Thu Aug 31 19:18:42 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
https://twitter.com/MrTwidder/status/903319672828907520,Thu Aug 31 18:12:47 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
https://twitter.com/realchrisdolan/status/903328831829827584,Thu Aug 31 18:49:11 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
https://twitter.com/GunnermanBill/status/903340373333901312,Thu Aug 31 19:35:02 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
https://twitter.com/hopeannchang/status/903307969323868161,Thu Aug 31 17:26:17 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
https://twitter.com/Judgementday923/status/903330166751023104,Thu Aug 31 18:54:29 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
https://twitter.com/RealWomenVoters/status/903308617578934273,Thu Aug 31 17:28:51 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
https://twitter.com/MarcLegarreta/status/903336934411522048,Thu Aug 31 19:21:23 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
https://twitter.com/CoryWCrow/status/903339482241519618,Thu Aug 31 19:31:30 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
https://twitter.com/ALadyBirdTweets/status/903333472948891648,Thu Aug 31 19:07:37 2017,RT @natebeeler: Don't miss my toon on Hurricane Harvey: https://t.co/Zf1dNNk6We https://t.co/ZNABMSyqUj,0.242648922327
